ID,Lake,Date,Site,Gear,Gear Type,Standard,Haul Number,Tow Length,Day/Night,Species,Age Group,Number Caught,Latitude,Longitude,Crew,Comments
144821,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,rock bass,yoy,25,,,Brooking,
144822,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,smallmouth bass,yoy,2,,,Brooking,
144823,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,largemouth bass,yoy,4,,,Brooking,
144824,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,lepomis sp.,yoy,9,,,Brooking,
144825,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,brown bullhead,yoy,1,,,Brooking,
144826,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,longnose gar,yoy,1,,,Brooking,
144827,Oneida Lake,8/14/17,Dutchman Island Site 1,bs,c,yes,1,,d,yellow perch,yoy,45,,,Brooking,
144828,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,pumpkinseed,adult,2,,,Brooking,
144829,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,rock bass,adult,1,,,Brooking,
144830,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,rock bass,yoy,21,,,Brooking,
144831,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,yellow perch,adult,32,,,Brooking,
144832,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,yellow perch,yoy,154,,,Brooking,
144833,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,banded killifish,all,14,,,Brooking,
144834,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,round goby,all,45,,,Brooking,
144835,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,logperch,all,31,,,Brooking,
144836,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,longnose gar,yoy,1,,,Brooking,
144837,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,lepomis sp.,yoy,16,,,Brooking,
144838,Oneida Lake,8/14/17,Dutchman Island Site 2,bs,c,yes,1,,d,smallmouth bass,yoy,1,,,Brooking,
144839,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,yellow perch,adult,16,,,Brooking,
144840,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,rock bass,adult,1,,,Brooking,
144841,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,rock bass,yoy,40,,,Brooking,
144842,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,banded killifish,all,21,,,Brooking,
144843,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,yellow perch,yoy,163,,,Brooking,
144844,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,golden shiner,all,41,,,Brooking,
144845,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,round goby,all,20,,,Brooking,
144846,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,pumpkinseed,adult,7,,,Brooking,
144847,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,lepomis sp.,yoy,9,,,Brooking,
144848,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,smallmouth bass,yoy,3,,,Brooking,
144849,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,largemouth bass,yoy,3,,,Brooking,
144850,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,logperch,all,1,,,Brooking,
144851,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,brown bullhead,yoy,1,,,Brooking,
144852,Oneida Lake,8/14/17,Dutchman Island Site 3,bs,c,yes,1,,d,brook silverside,all,1,,,Brooking,
144853,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,rock bass,adult,7,,,Brooking,
144854,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,rock bass,yoy,18,,,Brooking,
144855,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,yellow perch,adult,14,,,Brooking,
144856,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,yellow perch,yoy,244,,,Brooking,
144857,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,banded killifish,all,119,,,Brooking,
144858,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,lepomis sp.,yoy,66,,,Brooking,
144859,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,round goby,all,17,,,Brooking,
144860,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,golden shiner,all,14,,,Brooking,
144861,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,pumpkinseed,adult,1,,,Brooking,
144862,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,largemouth bass,yoy,12,,,Brooking,
144863,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,smallmouth bass,yoy,1,,,Brooking,
144864,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,green sunfish,all,1,,,Brooking,
144865,Oneida Lake,8/14/17,Dutchman Island Site 4,bs,c,yes,1,,d,brown bullhead,yoy,3,,,Brooking,
144866,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,gizzard shad,adult,10,,,Brooking,
144867,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,brown bullhead,yoy,1,,,Brooking,
144868,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,gizzard shad,yoy,3,,,Brooking,
144869,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,round goby,all,4,,,Brooking,
144870,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,pumpkinseed,adult,1,,,Brooking,
144871,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,yellow perch,adult,5,,,Brooking,
144872,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,largemouth bass,yoy,2,,,Brooking,
144873,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,lepomis sp.,yoy,7,,,Brooking,
144874,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,yellow perch,yoy,72,,,Brooking,
144875,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,white perch,yoy,44,,,Brooking,
144876,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,golden shiner,all,19,,,Brooking,
144877,Oneida Lake,8/14/17,Shackelton Point Site 1,bs,c,yes,1,,d,banded killifish,all,27,,,Brooking,
144878,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,gizzard shad,adult,35,,,Brooking,
144879,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,rock bass,adult,6,,,Brooking,
144880,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,rock bass,yoy,2,,,Brooking,
144881,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,banded killifish,all,4,,,Brooking,
144882,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,spottail shiner,all,5,,,Brooking,
144883,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,bluegill,adult,1,,,Brooking,
144884,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,pumpkinseed,adult,6,,,Brooking,
144885,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,lepomis sp.,yoy,2,,,Brooking,
144886,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,yellow perch,adult,19,,,Brooking,
144887,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,largemouth bass,yoy,2,,,Brooking,
144888,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,largemouth bass,adult,1,,,Brooking,
144889,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,gizzard shad,yoy,11,,,Brooking,
144890,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,yellow perch,yoy,162,,,Brooking,
144891,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,white perch,yoy,38,,,Brooking,
144892,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,golden shiner,all,93,,,Brooking,
144893,Oneida Lake,8/14/17,Shackelton Point Site 2,bs,c,yes,1,,d,round goby,all,13,,,Brooking,
144894,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,common carp,adult,1,,,Brooking,
144895,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,pumpkinseed,adult,3,,,Brooking,
144896,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,logperch,all,13,,,Brooking,
144897,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,yellow perch,adult,7,,,Brooking,
144898,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,yellow perch,yoy,88,,,Brooking,
144899,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,round goby,all,33,,,Brooking,
144900,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,banded killifish,all,1,,,Brooking,
144901,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,bluntnose minnow,all,3,,,Brooking,
144902,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,lepomis sp.,yoy,9,,,Brooking,
144903,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,emerald shiner,all,1,,,Brooking,
144904,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,largemouth bass,yoy,1,,,Brooking,
144905,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,golden shiner,all,66,,,Brooking,
144906,Oneida Lake,9/13/17,Damon Point Site 1,bs,c,yes,1,,d,white perch,yoy,2,,,Brooking,
144907,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,pumpkinseed,adult,1,,,Brooking,
144908,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,yellow perch,adult,15,,,Brooking,
144909,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,yellow perch,yoy,122,,,Brooking,
144910,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,largemouth bass,yoy,1,,,Brooking,
144911,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,banded killifish,all,1,,,Brooking,
144912,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,emerald shiner,all,1,,,Brooking,
144913,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,lepomis sp.,yoy,5,,,Brooking,
144914,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,smallmouth bass,yoy,1,,,Brooking,
144915,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,brown bullhead,all,1,,,Brooking,
144916,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,round goby,all,2,,,Brooking,
144917,Oneida Lake,9/13/17,Damon Point Site 2,bs,c,yes,1,,d,logperch,all,13,,,Brooking,
144918,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,yellow perch,adult,17,,,Brooking,
144919,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,yellow perch,yoy,100,,,Brooking,
144920,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,logperch,all,43,,,Brooking,
144921,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,banded killifish,all,58,,,Brooking,
144922,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,round goby,all,49,,,Brooking,
144923,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,emerald shiner,all,44,,,Brooking,
144924,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,brook silverside,all,1,,,Brooking,
144925,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,golden shiner,all,1,,,Brooking,
144926,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,bluntnose minnow,all,3,,,Brooking,
144927,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,white perch,yoy,1,,,Brooking,
144928,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,lepomis sp.,yoy,2,,,Brooking,
144929,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,smallmouth bass,yoy,2,,,Brooking,
144930,Oneida Lake,9/13/17,Damon Point Site 3,bs,c,yes,1,,d,gizzard shad,yoy,4,,,Brooking,
144931,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,freshwater drum,adult,1,,,Brooking,
144932,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,yellow perch,adult,51,,,Brooking,
144933,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,pumpkinseed,adult,2,,,Brooking,
144934,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,rock bass,yoy,11,,,Brooking,
144935,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,round goby,all,4,,,Brooking,
144936,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,smallmouth bass,yoy,1,,,Brooking,
144937,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,largemouth bass,yoy,10,,,Brooking,
144938,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,lepomis sp.,yoy,114,,,Brooking,
144939,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,banded killifish,all,61,,,Brooking,
144940,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,yellow perch,yoy,47,,,Brooking,
144941,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,bluntnose minnow,all,2,,,Brooking,
144942,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,golden shiner,all,3,,,Brooking,
144943,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,brook silverside,all,1,,,Brooking,
144944,Oneida Lake,9/13/17,Dutchman Island Site 1,bs,c,yes,1,,d,emerald shiner,all,3,,,Brooking,
144945,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,largemouth bass,yoy,2,,,Brooking,
144946,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,rock bass,yoy,4,,,Brooking,
144947,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,round goby,all,11,,,Brooking,
144948,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,golden shiner,all,72,,,Brooking,
144949,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,spottail shiner,all,1,,,Brooking,
144950,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,emerald shiner,all,5,,,Brooking,
144951,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,gizzard shad,yoy,3,,,Brooking,
144952,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,logperch,all,1,,,Brooking,
144953,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,lepomis sp.,yoy,19,,,Brooking,
144954,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,banded killifish,all,26,,,Brooking,
144955,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,yellow perch,yoy,9,,,Brooking,
144956,Oneida Lake,9/13/17,Dutchman Island Site 2,bs,c,yes,1,,d,yellow perch,adult,1,,,Brooking,
144957,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,yellow perch,adult,4,,,Brooking,
144958,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,gizzard shad,yoy,1,,,Brooking,
144959,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,brook silverside,all,1,,,Brooking,
144960,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,round goby,all,5,,,Brooking,
144961,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,rock bass,adult,1,,,Brooking,
144962,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,rock bass,yoy,3,,,Brooking,
144963,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,lepomis sp.,yoy,23,,,Brooking,
144964,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,yellow perch,yoy,38,,,Brooking,
144965,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,banded killifish,all,104,,,Brooking,
144966,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,golden shiner,all,9,,,Brooking,
144967,Oneida Lake,9/13/17,Dutchman Island Site 3,bs,c,yes,1,,d,emerald shiner,all,6,,,Brooking,
144968,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,chain pickerel,adult,1,,,Brooking,
144969,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,smallmouth bass,yoy,1,,,Brooking,
144970,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,largemouth bass,yoy,5,,,Brooking,
144971,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,pumpkinseed,adult,1,,,Brooking,
144972,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,rock bass,yoy,2,,,Brooking,
144973,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,round goby,all,64,,,Brooking,
144974,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,bluntnose minnow,all,1,,,Brooking,
144975,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,emerald shiner,all,6,,,Brooking,
144976,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,lepomis sp.,yoy,461,,,Brooking,
144977,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,banded killifish,all,209,,,Brooking,
144978,Oneida Lake,9/13/17,Dutchman Island Site 4,bs,c,yes,1,,d,yellow perch,yoy,80,,,Brooking,
144979,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,yellow perch,adult,3,,,Brooking,
144980,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,spottail shiner,all,8,,,Brooking,
144981,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,white perch,yoy,65,,,Brooking,
144982,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,yellow perch,yoy,24,,,Brooking,
144983,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,gizzard shad,yoy,31,,,Brooking,
144984,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,round goby,all,24,,,Brooking,
144985,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,banded killifish,all,112,,,Brooking,
144986,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,logperch,all,56,,,Brooking,
144987,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,golden shiner,all,2,,,Brooking,
144988,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,emerald shiner,all,7,,,Brooking,
144989,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,bluntnose minnow,all,4,,,Brooking,
144990,Oneida Lake,9/13/17,Shackelton Point Site 1,bs,c,yes,1,,d,lepomis sp.,yoy,17,,,Brooking,
144991,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,yellow perch,adult,11,,,Brooking,
144992,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,white sucker,yoy,1,,,Brooking,
144993,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,largemouth bass,yoy,2,,,Brooking,
144994,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,smallmouth bass,yoy,2,,,Brooking,
144995,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,round goby,all,16,,,Brooking,
144996,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,white perch,yoy,48,,,Brooking,
144997,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,yellow perch,yoy,137,,,Brooking,
144998,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,gizzard shad,yoy,19,,,Brooking,
144999,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,banded killifish,all,46,,,Brooking,
145000,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,lepomis sp.,yoy,44,,,Brooking,
145001,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,bluntnose minnow,all,12,,,Brooking,
145002,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,golden shiner,all,52,,,Brooking,
145003,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,pumpkinseed,adult,1,,,Brooking,
145004,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,rock bass,yoy,1,,,Brooking,
145005,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,logperch,all,3,,,Brooking,
145006,Oneida Lake,9/13/17,Shackelton Point Site 2,bs,c,yes,1,,d,emerald shiner,all,1,,,Brooking,